Customer ID,Product ID,Product Rating,Purchase Date,Return Date,clean_review,duplicate_count,duplicate_score,max_similarity,similarity_score,keyword_count,keyword_score,review_similarity_score,review_flag
CUST01011,PROD-SaO-6977,5,13-04-2024,,im gonna give you the begginers outlook i am only on day ive done kick boxing and football so im not out of shape in the sense of not working out ive had knee surgeries and have fractured my ankle on my dominant right side my dad is a pastor and a physical therapist healing hands i gue,1,0,17.52,0,0,0,0,Genuine
CUST01012,PROD-B-8517,5,01-06-2024,11-06-2024,lee child hits the bullseye and forces the reader into a dramatic turn of events the story follows the story of the grandfather father the grandson and the grandsons mother a detailed account of the life of the grandfather father and the grandsons mother is told the story is well rese,1,0,27.87,0,0,0,0,Genuine
CUST01013,PROD-TaG-3621,4,21-04-2022,,my year old baby loves itit is a little bit short as many reviews has said but still interesting,1,0,21.39,0,0,0,0,Genuine
CUST01014,PROD-B-6168,4,05-05-2022,,i havent read much stephen king but i really enjoyed the shining it has been referenced so much in pop culture and has influenced so many works it was great to finally read it,1,0,25.88,0,0,0,0,Genuine
CUST01015,PROD-SaO-6977,5,12-08-2022,23-08-2022,these get stars i use it everyday it is very comfortable and my hands are warm and warm if you are a yoga teacher or a beginner you may be disappointed in this product it is great for beginners i would recommend it i bought this for my husband for his birthday hes a huge fan of the milita,1,0,31.29,0,0,0,0,Genuine
CUST01016,PROD-PS-2876,5,15-10-2022,25-10-2022,my new kittens just love this toy and the dogs love it my cats are pretty picky so i had to get a treat to get them to eat i will definitely buy again its a little pricey for one cat but i dont have to worry about getting a treat as they love the flavor they are very picky so i like the,1,0,44.68,0,0,0,0,Genuine
CUST01017,PROD-PS-8668,2,04-06-2022,,im a perfectionist in all i do and in my work i expect the same pride in workmanship and design as i put into my own designs and products this cheap thin tinlike metal has no substance to it at all its tantamount to a polished tin can the anti spill ring atop the bowl is too large fo,1,0,15.28,0,1,25,5,Genuine
CUST01018,PROD-KS-4582,5,20-07-2022,23-07-2022,i was given this book in exchange for an honest review i really enjoyed this book it was well written and i liked how the characters were developed i was very impressed with the writing style and the characters i would recommend iti really enjoyed this book the first book was a great read i,1,0,58.46,0,0,0,0,Genuine
CUST01019,PROD-PS-7304,1,30-04-2023,,customer servicewarranty from this company is non exsistant i have the largest one of these bowls and the stem on the bottom broke which then would not allow the water to flow up through the machine thus defeating the purpose and rendering it trash i called customer service and they refused to re,1,0,20.02,0,0,0,0,Genuine
CUST01020,PROD-B-4483,5,14-03-2023,,im so in love with this book id recommend it to anyone who enjoys the paranormal genre,1,0,28.69,0,0,0,0,Genuine
CUST01021,PROD-SaO-2139,5,16-02-2024,23-02-2024,i love my gnome the gnome has held up well outside in the wind and snow,1,0,17.58,0,0,0,0,Genuine
CUST01022,PROD-SaO-7065,5,20-07-2024,,perfect fit great price revived the helmet to functional use beats buying a new helmet when the helmet is in excellent condition,1,0,13.06,0,1,25,5,Genuine
CUST01023,PROD-HaK-7126,5,23-09-2024,29-09-2024,we purchased two sets of this set and they look just like the picture i am very pleased with them the plastic parts are very sturdy and the cover is very sturdy they are still very attractive and i think they are going to last a long time i would definitely buy these againthey are a great,1,0,40.58,0,0,0,0,Genuine
CUST01024,PROD-CSaJ-9279,4,05-05-2022,,great backpack lots of space and a nice qualityvery good qualitynice bagvery pretty,1,0,22.86,0,0,0,0,Genuine
CUST01025,PROD-PS-2040,3,03-09-2024,,sorry to see this product was made in china after the discovery of the bad dog food from china in addition to other things lead paint in childrens toys i dont feel completely confident that these treats are not harmful,1,0,22.51,0,0,0,0,Genuine
CUST01026,PROD-SaO-2654,4,19-11-2022,23-11-2022,good quality and perfect size of for my ruger m compact rifle thats heavy zipper extra cargo pockets and a ruger logo to match my rifle i thought that all of allens cases were made in the usa but this one has a made in china tag sewn into it im docking one star for not being amer,1,0,18.03,0,1,25,5,Genuine
CUST01027,PROD-TaG-3621,4,16-01-2023,29-01-2023,good value chuggington trains can go on the track and make a great gift for a,1,0,17.72,0,0,0,0,Genuine
CUST01028,PROD-HaK-9837,5,27-04-2023,03-05-2023,our year old have been using them for a month now and have been using them to make homemade biscuit chicken biscuit rolls and other kinds of sandwiches they are great for baking which is always a challenge they are very sturdy and the rubber seal is great for holding the eggs and nuts,1,0,28.9,0,0,0,0,Genuine
CUST01029,PROD-KS-7912,4,23-03-2022,,this is s very enjoyable read i couldnt put it down a bit of history combined with modern day interest a love a strange love affair that works,1,0,22.71,0,0,0,0,Genuine
CUST01030,PROD-MaT-9785,5,06-12-2024,,my favorite star trek of all not one bad season in the bunch,1,0,18.96,0,0,0,0,Genuine
CUST01031,PROD-E-1319,4,06-10-2023,,great little space saving computer hard drive did fail a little over a month out of warranty have replaced with ssd and all is well first apple product in years of purchasing apple stuff ive ever had an issue with besides that super quietis basically a laptop motherboard without a screen,1,0,18.56,0,0,0,0,Genuine
CUST01032,PROD-E-9005,5,07-09-2023,10-09-2023,cannot the difference between this and a professional quality product works great nice little speaker,1,0,22.12,0,0,0,0,Genuine
CUST01033,PROD-SaO-4814,5,24-07-2022,04-08-2022,dear amazon shopper the bottom line is this is an excellent product for the money i have one in my basement and the other in a garage the plastic is solid and strong and the coating is well made the only negative is that the mesh flap is a little short for the rubber hose i have to leave i,1,0,24.13,0,0,0,0,Genuine
CUST01034,PROD-B-2084,4,29-09-2022,,a very long book of some interesting and thought provoking thoughts if you have been following the story from the beginning you will love this book this is a great book to read and look at in a few yearsi read this book to my two year old daughter and its a very good book i love the fact tha,1,0,39.42,0,0,0,0,Genuine
CUST01035,PROD-TaHI-4752,5,16-05-2023,,been running strong for years now quieter than my last one and definitely more power more affordable than anything in the big box stores of this size as well,1,0,23.95,0,0,0,0,Genuine
CUST01036,PROD-KS-9935,5,12-09-2023,,writing about the effects of the curse of the scottish play in stratford upon avondale monica knightly manages to make murder fun or at least solving it a fast pace strong protagonist and a slew yes slew of friends and coconspirators combine with intelligent but not boring language make for a,1,0,12.69,0,0,0,0,Genuine
CUST01037,PROD-PS-6573,1,19-12-2024,26-12-2024,my dog is a hard chewer and she loves these treats these treats are a treat to give her the only thing i can say is that she does not like these treats i have been giving her a few of these for her and she still likes them i have to admit that i do not want her to be able to chew on them t,1,0,41.16,0,0,0,0,Genuine
CUST01038,PROD-HaK-9689,5,01-08-2022,,i recently lost my contigo mug like this and started using a random backup mug i already had laying around the kitchen after a few days i noticed that id finished my coffee hours earlier than usual every single morning with the backup mug normally i sip on my coffee until its nearly lunchtime,1,0,44.45,0,0,0,0,Genuine
CUST01039,PROD-SaO-4733,5,25-08-2022,,when the shtf the mres i bought will be used for now they are in a secure areawaitingall preppers need to pay attention,1,0,18.9,0,0,0,0,Genuine
CUST01040,PROD-CSaJ-1106,5,15-11-2022,21-11-2022,big hit with the boys shirts the quality is good but the waist is a little shortgreat quality and fit the front part is,1,0,34.64,0,0,0,0,Genuine
CUST01041,PROD-B-3340,3,04-12-2023,,silly me i figured that after so many reviewers complaints about hutch being stuck behind a desk in the last couple novels the author was going to make his and priscillas many fans happy by writing a story of her early years made sense to me as it seemed an easy way to get our favorite fem,1,0,21.89,0,0,0,0,Genuine
CUST01042,PROD-HaK-9837,5,25-06-2023,28-06-2023,thank you amazon reviewers i use it everyday it is a great product for the pricei am a big fan of the plastic ones the plastic ones are so great and the color is beautiful i love how they are made i use them to make my salad and a salad dressings i also make my own salad dressing with th,1,0,22.66,0,0,0,0,Genuine
CUST01043,PROD-TaHI-4432,5,17-05-2024,,using as a timer for a number of years these are a nice little light,1,0,26.81,0,0,0,0,Genuine
CUST01044,PROD-CSaJ-9279,4,15-11-2023,,really a neat bag to carry all kinds of stuff it is totally soft sided collapsiblealso alot roomier than youd expect however the bottom is also just soft canvas if youre carrying a netbooklaptop you will need to protect them by adding padding to the bottom or carrying them in some other c,1,0,17.53,0,0,0,0,Genuine
CUST01045,PROD-CSaJ-7873,5,27-11-2022,,these shoes are lightweight yet provide a more dressy look i can wear them for long periods of time and walk comfortably i would recommend them for women who are trying to wear more heels but dont want the discomfort of a vshaped front shoe,1,0,23.73,0,0,0,0,Genuine
CUST01046,PROD-B-3340,5,25-05-2024,,not really what i expected far more into the scififantasy realm than i was anticipating having never read neil gaiman before i did really enjoy the book nice vivid descriptions imaginative story i was really wondering how the boy was ever going to escape from the evil nanny,1,0,21.89,0,0,0,0,Genuine
CUST01047,PROD-HaK-1053,5,02-11-2022,,i was concerned about how secure this would be holding my pots up but it hasnt had a problem yet it fits perfectly in the small space i have i can easily access each pan or pot i need without too much of a problem the couple of hook on the back are a little difficult to get to but i put items th,1,0,25.85,0,1,25,5,Genuine
CUST01048,PROD-E-6947,1,31-10-2022,,driver disk has no drivers win disk installs but fails to find the network usb stick on any usb port in the system and i wasted overnight mailing from amazon,1,0,13.37,0,0,0,0,Genuine
CUST01049,PROD-CSaJ-7873,4,17-01-2024,,i usually wear a size x in all my jeans regardless of brand so i ordered accordingly for the silver zac jeans while trying to find my size i discovered that silvers official website offers a generic sizing chart but trying to estimate my exact size was difficult based on the limited infor,1,0,27.68,0,0,0,0,Genuine
CUST01050,PROD-KS-4582,5,23-03-2022,,great book love this author and will continue to support her work,1,0,26.11,0,0,0,0,Genuine
CUST01051,PROD-E-2290,5,27-05-2023,,have used at many meetings and no issues at all,1,0,25.72,0,0,0,0,Genuine
CUST01052,PROD-HaK-3646,5,12-04-2024,,im very happy with the aeternum pots and pans excellent nonstick surface that cleans up easily with just water i think they work as well as much more expensive pots and pans so great performance for the price i bought this one as an addition to the one that came with the set because its the,1,0,22.62,0,0,0,0,Genuine
CUST01053,PROD-TaHI-5374,5,30-04-2023,,everything i needed to setup was an ac outlet and a usb power supply i was pretty careful with the extra screws and the power,1,0,20.23,0,0,0,0,Genuine
CUST01054,PROD-E-9727,5,24-04-2024,02-05-2024,i have tried several cases and this one does the job the only reason i gave it stars is that the plastic parts are too small to fit comfortably inside the case the case is made of plastic and the plastic part on the bottom is very soft if you have a small case with a soft case the case will no,1,0,47.49,0,0,0,0,Genuine
CUST01055,PROD-SaO-6977,5,23-04-2024,,the questions i had about this product before i received it were is it actually waterproof or just water resistant is it durable would the material crack well it really is waterproof it uses two very heavyduty ziploc type strips to seal the pouch and a very strong velcro type strip to hold th,1,0,24.5,0,0,0,0,Genuine
CUST01056,PROD-HaK-7126,5,24-05-2023,28-05-2023,beautiful the item arrived swiftly and has arrived with a very good seal nice sturdy and functional great for the price not too big or too small the only thing i would change is that the carpet is very thick,1,0,29.26,0,0,0,0,Genuine
CUST01057,PROD-TaHI-5010,5,21-03-2022,,great i also coated it with an alcohol paint to make it a little more uniform,1,0,17.87,0,0,0,0,Genuine
CUST01058,PROD-B-5386,5,31-07-2024,,i read this book and i really enjoyed it a poignant memorable sad moving and touching story of one of the most tragic events in the state of ct i enjoyed all the old pictures the stories and the memories in this book about the fire it told of the aftermath also it was well written and mr o,1,0,30.7,0,0,0,0,Genuine
CUST01059,PROD-KS-2535,5,12-04-2023,,sometimes i want a good short read and this one did the trick i tried to guess all the way through who the arsonist might be i read a lot of suspense and usually have a suspect in mind not so with this book the romance between carlisle and chet as well as mike and kelly was wholesome and,1,0,24.72,0,0,0,0,Genuine
CUST01060,PROD-TaG-7543,5,27-03-2024,,these are very sturdy and well made my daughter loves the faces and we use them to practice making faces and telling what they are theyve been used as hats or balance tools for walking across so many more uses than i would have thought,1,0,30.6,0,0,0,0,Genuine
CUST01061,PROD-MaT-2674,5,26-07-2023,,great story line jet li played an excellent role full of action and comedy,1,0,22.79,0,0,0,0,Genuine
CUST01062,PROD-PS-1188,5,10-11-2023,,every cat i have given these to have so far loved them they are especially a huge hit with week old kittens,1,0,22.5,0,0,0,0,Genuine
CUST01063,PROD-TaG-7916,5,19-06-2023,,cute plates for a birthday party or any occasion we had extras after my sons party and the family loved using them when they came over for dinner a few days later,1,0,24.68,0,0,0,0,Genuine
CUST01064,PROD-TaHI-6820,2,11-08-2022,,this bulb works fine but it in no way throws yellow colored light buy the yellow cork screw type bulbs if you really want to keep bugs off your front porch,1,0,24.73,0,0,0,0,Genuine
CUST01065,PROD-B-3340,2,05-10-2023,,sounds like crichton was using this book as a precursor to an amusement park theme for kids honey i shrunk the kids,1,0,21.97,0,0,0,0,Genuine
CUST01066,PROD-MaT-2674,5,28-02-2024,,i just found some interesting material on the internet about this film this is a great onei really enjoyed the film the script and acting were very good the acting was very good i would highly recommend this film to anyone who likes action filmsit was good i love a good family movie i did n,1,0,38.89,0,1,25,5,Genuine
CUST01067,PROD-MaT-2584,5,01-04-2022,,the quality of the movies are not as good as in the movies the movie has a couple of extra scenes in the beginning the movie itself has a great soundtrack and is worth watching its a very good moviethis is one of my favorite series it is a great way to start your workout the ending is ve,1,0,38.47,0,0,0,0,Genuine
CUST01068,PROD-SaO-2654,4,08-02-2023,21-02-2023,we normally play with thenbspa datahookproductlinklinked classalinknormal hrefcanyoncrossroadhighgripseatshighropebarreldpbamrefcm_cr_arp_d_rvw_txtieutfcanyon cross road high grip seats high roller barrelanbspi bought this for a friend but he does not li,1,0,19.98,0,0,0,0,Genuine
CUST01069,PROD-TaG-7916,5,08-11-2023,12-11-2023,these planes are great we have the brio and the queen the brio has a nice twopiece box there is also the tamiya version of,1,0,20.6,0,0,0,0,Genuine
CUST01070,PROD-TaG-2796,1,08-09-2023,17-09-2023,total junk the magnet is not strong enough to hold it in place the magnet doesnt hold the ball well the plastic is a bit flimsy and the holes are very small the ball is not in good shape,1,0,21.91,0,0,0,0,Genuine
CUST01071,PROD-TaG-4593,5,04-04-2024,,i have spent some amount of time playing with this walnut sized wonder it is unexplainably addictive maybe its the rather cool free apps that ozobot has available for it maybe its the color changing led lights maybe its the way you calibrate and tune it the cool factor is just off the charts,1,0,18.25,0,0,0,0,Genuine
CUST01072,PROD-MaT-2519,4,28-01-2023,,great for a marilyn fest nice to see niagra neo film noir in color for the first time yeah i know like leave her to heaven also in color they defy the labeling of noir which means black in french anyway you probably already know about all the individual films this collection,1,0,15.65,0,0,0,0,Genuine
CUST01073,PROD-TaHI-5422,2,23-12-2022,01-01-2023,it work for about three weeks the only problem is that its not really a strong one,1,0,27.64,0,0,0,0,Genuine
CUST01074,PROD-B-9179,4,01-01-2022,,first stone novel good read and it was not even a parker novel thoroughly enjoyed it been a long time since i read a novel,1,0,25.78,0,0,0,0,Genuine
CUST01075,PROD-HaK-2743,5,22-10-2023,,finally found a can opener that opens cans simply and easy what more can i say except that its well made and sturdy nuff said,1,0,26.28,0,0,0,0,Genuine
CUST01076,PROD-MaT-9785,5,14-03-2023,19-03-2023,i really enjoyed thinking about what it would be like to be a father who is a father and son i had to watch it,1,0,21.08,0,0,0,0,Genuine
CUST01077,PROD-KS-1520,4,23-06-2022,,excellent book being a parent is never an easy job it comes with great responsibility on how we are going to deal with it this book gives you insights and advises on how to face the challenges of being a parent and on how you are going to deal with your kids personalities and characters in the r,1,0,26.26,0,0,0,0,Genuine
CUST01078,PROD-B-8517,5,18-11-2023,01-12-2023,seriously wow i knew when i read the book that it was a book that would appeal to the older generation i had to read it before i could even begin to consider it as a book that i would read again in a few,1,0,34.38,0,0,0,0,Genuine
CUST01079,PROD-E-2832,3,06-04-2023,,update i havent had the casecover for months yetand its already showing signs of falling apart i use the casecover at home and for one class im taking and after a short months its surface material is cracking and starting to peel off where the cover folds multiple location,1,0,15.92,0,0,0,0,Genuine
CUST01080,PROD-TaG-9830,4,05-04-2022,,both of my sons really enjoy this toy the cyberex is one of the best parts but it is also really fun that you can lock a bad guy or batman in to the stomach cage of cyberex which is also a great place to store batman when you are done playing when batman rides on his back you can push on a bu,1,0,22.53,0,0,0,0,Genuine
CUST01081,PROD-TaHI-7216,5,30-05-2022,,good rip fence it actually comes with three thumbscrews the new model milwaukee saw uses one thumbscrew the old model uses two so all three are included i have owned both models and the one with two thumbscrews works better the new model i have now has the one thumbscrew that goes in at an,1,0,28.05,0,0,0,0,Genuine
CUST01082,PROD-PS-5371,4,03-02-2023,,i have seven cats no dogs i sometimes get these purebites that are marketed to dogs because the bags are so much bigger the pieces in the dog ones are bigger sometimes harder than the ones for cats i do have to break up the big pieces and eliminate the really hard ones but it is such a goo,1,0,27.15,0,0,0,0,Genuine
CUST01083,PROD-B-4483,5,29-03-2024,12-04-2024,skeletons at the feast is a book i want to read again this is a book that is a keeper the people the places the words the stories the stories of the people and the people of the land are one thing but it is also a book that is a great read i will be reading the next one in the series i love,1,0,39.33,0,0,0,0,Genuine
CUST01084,PROD-KS-2824,5,07-08-2022,,another great story in the series the characters are well developed and the story is well told the story is well written and the characters are well developedi love this book the characters are well developed and the story is well written this book is a great series,1,0,82.56,40,0,0,16,Genuine
CUST01085,PROD-KS-5506,4,26-11-2024,02-12-2024,a refreshing read at first i thought the writing was good but as the story progressed i realized the author had not had a grasp of how to develop the characters the writing was very difficult to follow and the dialogue was quite a bit choppy the story was short and the story was fast paced but,1,0,38.29,0,0,0,0,Genuine
CUST01086,PROD-TaG-7916,5,06-09-2022,,great and fun looking sculpt comes nicely off his base but some of the yellow speed bolts are a little fragile word of warning otherwise a very fun interpretation of the flash,1,0,16.11,0,0,0,0,Genuine
CUST01087,PROD-TaG-9348,4,23-12-2024,,i love how it comes with the handle and wheels to cart around behind my son the only thing that i did not like was that it comes apart very easily and my year old is constantly pulling the front and back apart but it is durable and he has yet to break it for the price it is a great deal if y,1,0,27.28,0,0,0,0,Genuine
CUST01088,PROD-PS-5119,3,25-06-2024,,i sue these dogs beds as a liner for my dogs cots this is what i was looking for to place on top of the dog cots so they are not laying on the rougher mesh surface of the cot they fit the large cots well they are a too thin to use alone as a dog bed they fit well in a large wire kennel but,1,0,28.99,0,0,0,0,Genuine
CUST01089,PROD-HaK-9689,3,30-10-2024,09-11-2024,not a lot of variety but i thought it would be a nice addition to the kitchen,1,0,39.08,0,0,0,0,Genuine
CUST01090,PROD-PS-3591,4,22-11-2022,,use these on a line i ran to a sunken destroyer in my tank brought the thing to life price was fair and shipping qiuck good deal,1,0,17,0,0,0,0,Genuine
CUST01091,PROD-TaHI-3677,5,15-06-2023,,these work as good as a standard thick saw the dimensions are just right,1,0,25.27,0,0,0,0,Genuine
CUST01092,PROD-MaT-2584,5,03-12-2024,10-12-2024,the best action series i have ever seen the story is very well,1,0,37.65,0,0,0,0,Genuine
CUST01093,PROD-E-4923,5,08-06-2022,,excellent on size function and design a big plus that it is able to read tb portable hard drive,1,0,15.6,0,0,0,0,Genuine
CUST01094,PROD-TaHI-3803,1,19-11-2023,,exterior view on each handle end very poor visibly looks like two gears pressed together returning all for refund would work well in rental units but not for my primary residence,1,0,13.39,0,0,0,0,Genuine
CUST01095,PROD-MaT-2674,5,11-10-2022,,this series is amazing even if it only has a handful of episodes its so wellplotted and most of the characters are amazingly acted heather was underutilized but i wont get into that for brevity and sanitys sake i think the best part of the show is that it has a rich cast of characters that,1,0,23.11,0,1,25,5,Genuine
CUST01096,PROD-MaT-3045,3,09-11-2022,,its ok i get its a classic but still its just an ok movie,1,0,39.23,0,0,0,0,Genuine
CUST01097,PROD-KS-2679,5,14-04-2024,23-04-2024,this series is great fun and has the characters you love if you have been following the series you have a good idea of what to,1,0,47.92,0,0,0,0,Genuine
CUST01098,PROD-MaT-6514,4,28-02-2023,,this is an especially good young persons movie its an engaging fun and entertaining way to involve children in the basic philosophical issue of ontology ontology is the study of what it means to exist or in the case of short circuit what it means to be alive note ren descartes,1,0,16.78,0,0,0,0,Genuine
CUST01099,PROD-E-9727,3,10-02-2022,,the tulip shape makes weird shadows like a vignette and you have to keep moving it until that goes away sometimes it doesnt go away at all i wouldve rather had the round shaped lens hood but couldnt find one,1,0,14.72,0,0,0,0,Genuine
CUST01100,PROD-KS-7912,1,19-02-2024,,this is only a few chapters of a book very disappointed i thought it was a whole story dont buy it,1,0,30.23,0,0,0,0,Genuine
CUST01101,PROD-TaHI-3803,5,09-03-2024,,i use these for big projects the only problem is that they are tiny and the one i bought from the amazon box is a bit small but if you dont mind that they are small its not a huge problemi have had several of these the most important thing is to use them on the most difficult jobs i have ha,1,0,25.8,0,0,0,0,Genuine
CUST01102,PROD-MaT-1711,5,28-03-2023,,one of lon chaneys best films im surprise there never been a talk about a remake to this masterpiece i love this movie you can feel lon chaneys pain and anger in the film this got to be the best print copy to date now i can see more details of the film way better then the dvd,1,0,21.36,0,0,0,0,Genuine
CUST01103,PROD-E-6038,1,21-09-2024,04-10-2024,broke after two months i had an older cell phone which was a lot more difficult to get used to i had to replace the charger and then the cable so it was a pain to plug into the,1,0,27.01,0,0,0,0,Genuine
CUST01104,PROD-TaG-1771,4,08-04-2024,,if new at it a few days ago weve had it for a couple of weeks now and its still going strong,1,0,27.64,0,0,0,0,Genuine
CUST01105,PROD-HaK-9689,5,19-09-2022,,i have had one of these for over a year and i still love it i have one in my bathroom and the other in my office,1,0,32.42,0,0,0,0,Genuine
CUST01106,PROD-CSaJ-9279,4,17-03-2024,20-03-2024,i struggle with shoes and this is the only one ive tried the sizing is accurate the material is nice but the heel is a bit wide the shoe is a little tight on my feet but they arent as wide as some of the other products ive tried im also a size and ordered a medium they are a bit t,1,0,33.8,0,0,0,0,Genuine
CUST01107,PROD-E-6310,5,27-05-2024,01-06-2024,if they can keep this quality up for a few years before being bought up by a company that will drive the quality into the ground for profit that would be wonderful,1,0,22.33,0,0,0,0,Genuine
CUST01108,PROD-KS-2824,4,17-06-2023,27-06-2023,this a interesting story about a boy and girl who are both in love with each other the story follows the story of,1,0,31.85,0,0,0,0,Genuine
CUST01109,PROD-HaK-9317,5,23-11-2023,,i was nervous using this but i thought it would be a nice addition to the kitchen it is so small that it is a bit difficult to put together but it is pretty easy to assemble it is a good size for a small space i use it to heat up the,1,0,39.31,0,0,0,0,Genuine
CUST01110,PROD-TaG-6930,5,13-05-2024,23-05-2024,these were great as pinata but the pieces were a little hard to make up,1,0,31.98,0,0,0,0,Genuine
CUST01111,PROD-TaG-9830,3,17-04-2022,,suspected that my all in one set was defective i will update my review once i find out if you are a fan of both the trains youll love,1,0,22.6,0,0,0,0,Genuine
CUST01112,PROD-HaK-9201,3,21-05-2022,,this would make a beautiful gift the only problem is that its not really a vacuum but a pair of the best vacuum bags i have ever owned this vacuum is very powerful,1,0,21.23,0,0,0,0,Genuine
CUST01113,PROD-KS-2824,4,05-03-2022,,things liars fake is my go to book for the third time in a while i was just starting to read it and it was a bit slow but the flow was good i enjoyed the story and look forward to reading the next bookthis was a very good story the characters were well developed i liked the way the story line w,1,0,41.39,0,0,0,0,Genuine
CUST01114,PROD-TaHI-1916,4,11-02-2022,16-02-2022,ive tried others but this one has the quality and quality of a gfci it has a nice touch,1,0,30.73,0,0,0,0,Genuine
CUST01115,PROD-CSaJ-5557,5,23-08-2022,,i love the frye boot it is more than what i expected,1,0,24.77,0,0,0,0,Genuine
CUST01116,PROD-B-4483,3,09-06-2023,,sorry for me this is just getting a bit old and tiredespecially with the fact that nearly all of the original characters are either dead or mostly dead really enjoyed the series a great deal but it appears that vs an endthis is just going to morph into an entire new story with brand new,1,0,22.65,0,0,0,0,Genuine
CUST01117,PROD-B-7482,5,23-08-2022,,i dont remember how i got into the story but i did find that it was a pretty good story i had a lot of fun with the characters and the plots i enjoyed that it was a little darker in places but it was still a very good story i received a free copy of this book from,1,0,42.04,0,0,0,0,Genuine
CUST01118,PROD-B-2084,3,10-08-2022,22-08-2022,just like all the rest i love the writing the plot is just amazing,1,0,59.2,0,1,25,5,Genuine
CUST01119,PROD-MaT-9785,5,08-02-2024,,i enjoyed this dvd because it showed me all of china including tibet also i could take some chinese lessons if you see this dvd you will really want to see cute pandas in china,1,0,22.51,0,0,0,0,Genuine
CUST01120,PROD-HaK-9201,5,05-06-2022,,this organizer fits very nicely into the bottom of my closet and also looks great in my bedroom and is so very functional i highly recommend,1,0,22.44,0,1,25,5,Genuine
CUST01121,PROD-TaG-1771,5,13-05-2023,20-05-2023,though baby would get bored with this but not so took two legs off for sitting activity now standing and it is an activity table,1,0,15.4,0,0,0,0,Genuine
CUST01122,PROD-B-3287,4,05-09-2022,,great story classic leonard style gritty simple prose that has power way beyond the words read it and enjoy it,1,0,16.52,0,0,0,0,Genuine
CUST01123,PROD-E-8962,4,26-03-2022,08-04-2022,this is the best monitor i have ever used i will keep this one in my collectioni bought this for a friend and he is very happy with the purchase the only thing i wish it had been a little bit better for is the battery life he also likes it i have the most of the batteries in the house so,1,0,52.65,0,0,0,0,Genuine
CUST01124,PROD-TaG-4593,5,22-05-2022,,i bought these to go with the noahs ark they are really nice and they all fit in the ark my grandson loves them,1,0,32.45,0,0,0,0,Genuine
CUST01125,PROD-PS-2040,5,10-05-2024,,this collar is amazing throw it on and let it do its thing my dog loves it and we have two small dogs i am very happy with the purchase this is a great product it is great for keeping the carpet fresh i have a very active cat and this does the job it is very easy to put on and take off and it,1,0,37.16,0,1,25,5,Genuine
CUST01126,PROD-HaK-2743,5,12-01-2024,,very cute i made two out of this towelsame design on both sidescrocheted a top with button to hang from oven or refrigerator door handle makes two nice gifts,1,0,15.01,0,0,0,0,Genuine
